family,prompt_id,requested_b,realised_r,signed_error,context_tokens,compress_ms,backend,backend_version,model_version,tokenizer
multifieldqa_en,multifieldqa_en-934162f30867844eb8d74c9d62c1e2aba3fca790b5b1d53e,0.2,0.15998176845943482,-0.04001823154056519,2194,267.9723329783883,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f20114170ce5bb518f17950edb4ef828d980bba0bba01077,0.8,0.690975387420237,-0.10902461257976304,2194,275.0169160135556,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f20114170ce5bb518f17950edb4ef828d980bba0bba01077,0.65,0.5533272561531449,-0.09667274384685509,2194,263.9777089934796,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f20114170ce5bb518f17950edb4ef828d980bba0bba01077,0.5,0.422971741112124,-0.07702825888787601,2194,262.2810830071103,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f20114170ce5bb518f17950edb4ef828d980bba0bba01077,0.4,0.3286235186873291,-0.07137648131267094,2194,273.8547920016572,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f20114170ce5bb518f17950edb4ef828d980bba0bba01077,0.3,0.24475843208751139,-0.055241567912488604,2194,274.8693329922389,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f20114170ce5bb518f17950edb4ef828d980bba0bba01077,0.2,0.15998176845943482,-0.04001823154056519,2194,263.0150839977432,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f01044ae4abc16064872421a7dc9b21c98dc2bb4f4b5351a,0.8,0.690975387420237,-0.10902461257976304,2194,267.0358750037849,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f01044ae4abc16064872421a7dc9b21c98dc2bb4f4b5351a,0.65,0.5533272561531449,-0.09667274384685509,2194,270.8687919948716,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f01044ae4abc16064872421a7dc9b21c98dc2bb4f4b5351a,0.5,0.422971741112124,-0.07702825888787601,2194,269.58225000998937,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f01044ae4abc16064872421a7dc9b21c98dc2bb4f4b5351a,0.4,0.3286235186873291,-0.07137648131267094,2194,276.0027500044089,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
multifieldqa_en,multifieldqa_en-f01044ae4abc16064872421a7dc9b21c98dc2bb4f4b5351a,0.3,0.24475843208751139,-0.055241567912488604,2194,279.53500000876375,llmlingua2,llmlingua-0.2.2,microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank@main,gpt2
