backend,requested_b,mean,count
llmlingua2,0.2,0.3544375553716768,90
llmlingua2,0.3,0.3272153086969247,90
llmlingua2,0.4,0.3901052923742388,90
llmlingua2,0.5,0.3643332936002597,90
llmlingua2,0.65,0.42272982376160234,90
llmlingua2,0.8,0.42848664696425753,90
llmlingua2,1.0,0.3717883801796576,90
